timestamp	bpm
2026-02-04 01:09:29	56
2026-02-04 01:10:37	56
2026-02-04 01:11:42	56
2026-02-04 01:12:47	55
2026-02-04 01:13:48	52
2026-02-04 01:14:53	55
2026-02-04 01:15:57	54
2026-02-04 01:16:58	57
2026-02-04 01:18:00	55
2026-02-04 01:19:04	56
2026-02-04 01:20:04	55
2026-02-04 01:21:08	57
2026-02-04 01:22:11	55
2026-02-04 01:23:18	56
2026-02-04 01:24:24	54
2026-02-04 01:25:29	54
2026-02-04 01:26:31	54
2026-02-04 01:27:32	54
2026-02-04 01:28:33	53
2026-02-04 01:29:37	55
2026-02-04 01:30:39	53
2026-02-04 01:31:43	55
2026-02-04 01:32:45	55
2026-02-04 01:33:47	53
2026-02-04 01:34:50	54
2026-02-04 01:35:50	55
2026-02-04 01:36:59	54
2026-02-04 01:37:58	55
2026-02-04 01:38:59	56
2026-02-04 01:40:12	55
2026-02-04 01:41:15	54
2026-02-04 01:42:19	55
2026-02-04 01:43:16	82
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
2026-02-04 01:43:28	93
